name,title,origin,weaponType,moveType,rarities,releaseDate,assets/portrait/75px,assets/portrait/113px,assets/portrait/150px,skills/0/name,skills/0/default,skills/0/rarity,skills/1/name,skills/1/default,skills/1/rarity,skills/2/name,skills/2/default,skills/2/rarity,skills/3/name,skills/3/default,skills/3/rarity,skills/4/name,skills/4/default,skills/4/rarity,skills/5/name,skills/5/default,skills/5/rarity,skills/6/name,skills/6/rarity,skills/7/name,skills/7/rarity,skills/8/name,skills/8/rarity,skills/9/name,skills/9/rarity,skills/10/name,skills/10/rarity,skills/11/name,skills/11/rarity,stats/1/4/hp,stats/1/4/atk,stats/1/4/spd,stats/1/4/def,stats/1/4/res,stats/1/5/hp,stats/1/5/atk,stats/1/5/spd,stats/1/5/def,stats/1/5/res,stats/40/4/hp/0,stats/40/4/hp/1,stats/40/4/hp/2,stats/40/4/atk/0,stats/40/4/atk/1,stats/40/4/atk/2,stats/40/4/spd/0,stats/40/4/spd/1,stats/40/4/spd/2,stats/40/4/def/0,stats/40/4/def/1,stats/40/4/def/2,stats/40/4/res/0,stats/40/4/res/1,stats/40/4/res/2,stats/40/5/hp/0,stats/40/5/hp/1,stats/40/5/hp/2,stats/40/5/atk/0,stats/40/5/atk/1,stats/40/5/atk/2,stats/40/5/spd/0,stats/40/5/spd/1,stats/40/5/spd/2,stats/40/5/def/0,stats/40/5/def/1,stats/40/5/def/2,stats/40/5/res/0,stats/40/5/res/1,stats/40/5/res/2,stats/1/2/hp,stats/1/2/atk,stats/1/2/spd,stats/1/2/def,stats/1/2/res,stats/1/3/hp,stats/1/3/atk,stats/1/3/spd,stats/1/3/def,stats/1/3/res,stats/40/2/hp/0,stats/40/2/hp/1,stats/40/2/hp/2,stats/40/2/atk/0,stats/40/2/atk/1,stats/40/2/atk/2,stats/40/2/spd/0,stats/40/2/spd/1,stats/40/2/spd/2,stats/40/2/def/0,stats/40/2/def/1,stats/40/2/def/2,stats/40/2/res/0,stats/40/2/res/1,stats/40/2/res/2,stats/40/3/hp/0,stats/40/3/hp/1,stats/40/3/hp/2,stats/40/3/atk/0,stats/40/3/atk/1,stats/40/3/atk/2,stats/40/3/spd/0,stats/40/3/spd/1,stats/40/3/spd/2,stats/40/3/def/0,stats/40/3/def/1,stats/40/3/def/2,stats/40/3/res/0,stats/40/3/res/1,stats/40/3/res/2,skills/6/default,skills/12/name,skills/12/rarity,shortName,stats/1/1/hp,stats/1/1/atk,stats/1/1/spd,stats/1/1/def,stats/1/1/res,stats/40/1/hp/0,stats/40/1/hp/1,stats/40/1/hp/2,stats/40/1/atk/0,stats/40/1/atk/1,stats/40/1/atk/2,stats/40/1/spd/0,stats/40/1/spd/1,stats/40/1/spd/2,stats/40/1/def/0,stats/40/1/def/1,stats/40/1/def/2,stats/40/1/res/0,stats/40/1/res/1,stats/40/1/res/2,skills/13/name,skills/13/rarity,skills/14/name,skills/14/rarity
Oscar,Agile Horseman,Fire Emblem: Path of Radiance,Blue Lance,Cavalry,4-5,"Sep 15, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Oscar.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Oscar.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Oscar.png,Iron Lance,-,-,Steel Lance,-,-,Sapphire Lance,4,-,Sapphire Lance+,5,5,Rally Speed,4,-,Rally Speed Defense,-,4,Lancebreaker 1,-,Lancebreaker 2,-,Lancebreaker 3,4,Spur Def 1,-,Spur Spd Def 1,4,Spur Spd Def 2,5,17,7,8,6,5,18,7,8,7,6,34,37,40,28,31,34,29,32,35,21,24,27,16,19,22,36,40,43,30,33,36,31,34,37,23,26,30,18,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palla,Eldest Whitewing,Fire Emblem: Mystery of the Emblem,Red Sword,Flying,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Palla.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Palla.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Palla.png,Iron Sword,-,-,Steel Sword,3,-,Ruby Sword,4,3,Ruby Sword+,5,5,New Moon,4,3,Moonbow,-,4,Wings of Mercy 1,-,Wings of Mercy 2,4,Wings of Mercy 3,5,Spur Spd 1,-,Spur Spd 2,3,Goad Fliers,4,17,7,9,5,6,18,7,9,6,7,36,39,42,26,29,32,26,29,32,22,25,28,21,24,27,39,42,45,28,31,34,27,31,34,24,28,31,23,26,30,,,,,,17,6,8,5,6,,,,,,,,,,,,,,,,35,38,41,24,27,30,24,27,30,21,24,27,20,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peri,Playful Slayer,Fire Emblem Fates,Blue Lance,Cavalry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Peri.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Peri.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Peri.png,Iron Lance,-,-,Steel Lance,-,-,Killer Lance,4,-,Killer Lance+,5,5,Night Sky,4,-,Glimmer,-,4,Resistance +1,-,Resistance +2,4,Resistance +3,5,Threaten Def 1,-,Threaten Def 2,-,Threaten Def 3,4,15,9,9,5,5,16,9,9,6,6,30,33,36,28,31,34,28,31,34,18,21,24,24,27,30,32,35,39,30,33,36,30,33,36,20,23,26,27,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priscilla,Delicate Princess,Fire Emblem: The Blazing Blade,Neutral Staff,Cavalry,4-5,"Mar 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Priscilla.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Priscilla.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Priscilla.png,Assault,-,-,Panic,-,4,Heal,-,-,Reconcile,4,-,Rehabilitate,5,4,Imbue,4,-,Still-Water Balm,4,Spur Def 1,-,Spur Def 2,4,Spur Def 3,5,,,,,16,7,6,3,8,17,7,7,4,8,31,34,37,24,27,30,23,26,29,14,17,20,27,30,33,33,36,40,25,29,32,25,29,32,16,19,22,29,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raigh,Dark Child,Fire Emblem: The Binding Blade,Red Tome,Infantry,2-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Raigh.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Raigh.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Raigh.png,Flux,2,-,Ruin,3,2,Rauðrwolf,4,3,Rauðrwolf+,-,5,Rally Attack,4,3,HP +3,,3,HP +4,4,HP +5,5,Seal Res 1,-,Seal Res 2,2,Seal Res 3,4,,,16,8,7,4,6,17,8,7,5,7,31,34,37,27,30,33,24,27,30,17,20,23,23,26,29,33,36,40,29,32,35,25,29,32,19,22,25,25,29,32,15,7,6,3,5,16,7,6,4,6,28,30,33,23,26,29,20,23,26,14,17,19,19,22,25,30,33,36,25,28,31,22,25,28,16,19,22,22,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raven,Peerless Fighter,Fire Emblem: The Blazing Blade,Green Axe,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Raven.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Raven.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Raven.png,Iron Axe,-,-,Steel Axe,-,-,Brave Axe,4,-,Brave Axe+,5,5,Daylight,4,-,Sol,-,4,Defiant Spd 1,-,Defiant Spd 2,-,Defiant Spd 3,4,Threaten Def 1,-,Threaten Def 2,4,Threaten Def 3,5,18,8,9,5,4,19,8,9,6,5,35,38,41,29,32,35,30,33,36,20,23,26,17,20,23,37,41,44,31,34,37,32,35,38,22,25,29,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebecca,Wildflower,Fire Emblem: The Blazing Blade,Neutral Bow,Infantry,4-5,"Mar 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Rebecca.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Rebecca.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Rebecca.png,Iron Bow,-,-,Steel Bow,-,-,Silver Bow,4,-,Silver Bow+,5,5,Ardent Sacrifice,4,-,Darting Blow 1,,-,Darting Blow 2,-,Darting Blow 3,4,Seal Atk 1,-,Seal Atk 2,4,Seal Atk 3,5,,,17,7,8,5,4,18,7,8,6,5,32,35,38,24,27,30,29,32,35,16,19,22,21,24,27,34,37,41,25,29,32,31,34,37,18,21,24,23,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinhardt,Thunder's Fist,Fire Emblem: Thracia 776,Blue Tome,Cavalry,4-5,"Feb 27, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Reinhardt.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Reinhardt.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Reinhardt.png,Thunder,-,-,Elthunder,-,-,Thoron,4,-,Dire Thunder,5,5,Rising Thunder,4,-,Blazing Thunder,-,4,Vantage 1,-,Vantage 2,-,Vantage 3,4,Spur Atk 1,-,Spur Atk 2,4,Goad Cavalry,5,15,8,5,4,8,16,8,6,5,8,32,35,38,27,30,33,18,21,24,21,24,27,21,24,27,34,38,41,29,32,35,20,23,26,23,27,30,22,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin (F),Mystery Tactician,Fire Emblem Awakening,Green Tome,Infantry,2-4,"Feb 23, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Robin (F).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Robin (F).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Robin (F).png,Wind,2,-,Elwind,3,2,Gronnwolf,-,3,Gronnwolf+,-,5,Glowing Ember,-,3,Ignis,-,4,Defiant Res 1,3,Defiant Res 2,4,Defiant Res 3,5,B Tomebreaker 1,-,B Tomebreaker 2,2,B Tomebreaker 3,4,17,7,7,6,4,18,7,7,7,5,34,37,40,24,27,30,24,27,30,23,26,29,17,20,23,36,40,43,25,29,32,25,29,32,25,29,32,19,22,25,16,6,6,5,3,17,6,6,6,4,30,33,36,20,23,26,20,23,26,19,22,25,14,17,19,33,36,39,22,25,28,22,25,28,22,25,28,16,19,22,,,,Robin (F),,,,,,,,,,,,,,,,,,,,,,,,
Robin (F) (Ylissean Summer),Seaside Tactician,Fire Emblem Awakening,Blue Lance,Infantry,5,"Jun 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Robin (F) (Ylissean Summer).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Robin (F) (Ylissean Summer).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Robin (F) (Ylissean Summer).png,Iron Lance,-,-,Steel Lance,-,-,Deft Harpoon,-,-,Deft Harpoon+,5,-,Reposition,5,-,Defense +1,,-,HP Def 1,-,HP Def 2,5,Lance Valor 1,-,Lance Valor 2,-,Lance Valor 3,5,,,,,,,,18,8,8,6,7,,,,,,,,,,,,,,,,32,35,38,29,32,35,31,34,37,24,28,31,25,29,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robin (F),,,,,,,,,,,,,,,,,,,,,,,,
Robin (M),High Deliverer,Fire Emblem Awakening,Blue Tome,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Robin (M).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Robin (M).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Robin (M).png,Thunder,-,-,Elthunder,3,-,Blárraven,4,3,Blárraven+,5,5,Glowing Ember,4,3,Bonfire,-,4,Defiant Spd 1,3,Defiant Spd 2,4,Defiant Spd 3,5,Spur Def 1,-,Spur Def 2,3,Spur Def 3,4,17,7,7,6,4,18,7,7,7,5,34,37,40,24,27,30,24,27,30,23,26,29,17,20,23,36,40,43,25,29,32,25,29,32,25,29,32,19,22,25,,,,,,17,6,6,6,4,,,,,,,,,,,,,,,,33,36,39,22,25,28,22,25,28,22,25,28,16,19,22,,,,Robin (M),,,,,,,,,,,,,,,,,,,,,,,,
Roderick,Steady Squire,Fire Emblem: New Mystery of the Emblem,Blue Lance,Cavalry,4-5,"Jun 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Roderick.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Roderick.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Roderick.png,Iron Lance,-,-,Steel Lance,-,-,Firesweep Lance,4,-,Firesweep Lance+,5,5,Rally Defense,4,-,Rally Defense Resistance,-,4,Drag Back,4,Spur Def 1,-,Drive Def 1,4,Drive Def 2,5,,,,,17,7,8,5,6,18,7,8,6,7,34,37,40,26,29,32,29,32,35,20,23,26,19,22,25,36,40,43,28,31,34,31,34,37,22,25,29,21,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy,Young Lion,Fire Emblem: The Binding Blade,Red Sword,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Roy.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Roy.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Roy.png,Iron Sword,-,-,Steel Sword,-,-,Silver Sword,4,-,Binding Blade,5,5,Shove,4,-,Triangle Adept 1,,-,Triangle Adept 2,-,Triangle Adept 3,4,Seal Def 1,-,Seal Def 2,4,Seal Def 3,5,,,19,8,9,5,3,20,8,9,6,4,38,41,44,25,28,31,26,29,32,20,23,26,22,25,28,41,44,47,26,30,33,27,31,34,22,25,29,25,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy (Brave Heroes),Brave Lion,Fire Emblem: The Binding Blade,Red Sword,Cavalry,5,"Aug 31, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Roy (Brave Heroes).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Roy (Brave Heroes).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Roy (Brave Heroes).png,Iron Sword,-,-,Steel Sword,-,-,Silver Sword,-,-,Blazing Durandal,5,-,Night Sky,5,-,Astra,-,5,Galeforce,5,Darting Blow 1,-,Steady Blow 1,-,Steady Blow 2,5,Desperation 1,-,Desperation 2,-,,,,,,16,8,8,7,7,,,,,,,,,,,,,,,,34,38,41,29,32,35,31,34,37,23,26,30,21,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Desperation 3,5,Roy (B),,,,,,,,,,,,,,,,,,,,,,,,
Ryoma,Peerless Samurai,Fire Emblem Fates,Red Sword,Infantry,5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Ryoma.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Ryoma.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Ryoma.png,Iron Sword,-,-,Steel Sword,-,-,Silver Sword,-,-,Raijinto,5,-,Night Sky,5,-,Astra,-,5,Defiant Atk 1,-,Defiant Atk 2,-,Defiant Atk 3,5,Hone Spd 1,-,Hone Spd 2,-,Hone Spd 3,5,,,,,,19,8,11,5,4,,,,,,,,,,,,,,,,37,41,44,31,34,37,32,35,38,23,27,30,18,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saber,Driven Mercenary,Fire Emblem Echoes: Shadows of Valentia,Red Sword,Infantry,5,"Jul 13, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Saber.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Saber.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Saber.png,Iron Sword,-,-,Steel Sword,-,-,Slaying Edge,-,-,Slaying Edge+,5,-,Holy Vestments,-,-,Aegis,5,-,HP +3,-,HP Spd 1,-,HP Spd 2,5,Shield Pulse 1,-,Shield Pulse 2,-,Shield Pulse 3,5,,,,,,18,7,9,8,5,,,,,,,,,,,,,,,,36,40,43,28,31,34,30,33,36,29,32,35,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saizo,Angry Ninja,Fire Emblem Fates,Neutral Dagger,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Saizo.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Saizo.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Saizo.png,Iron Dagger,-,-,Steel Dagger,3,-,Smoke Dagger,4,3,Smoke Dagger+,-,5,Harsh Command,4,3,Poison Strike 1,,-,Poison Strike 2,3,Poison Strike 3,4,Spur Spd 1,3,Spur Spd 2,4,Spur Spd 3,5,,,16,6,8,9,2,17,7,8,9,3,31,34,37,23,26,29,29,32,35,28,31,34,11,14,17,33,36,40,25,29,32,31,34,37,30,33,36,12,16,19,,,,,,16,6,7,8,2,,,,,,,,,,,,,,,,30,33,36,22,25,28,27,30,33,26,29,32,10,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakura,Loving Priestess,Fire Emblem Fates,Neutral Staff,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Sakura.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Sakura.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Sakura.png,Assault,-,-,Fear,-,4,Heal,-,-,Mend,4,-,Physic,5,4,Imbue,4,-,Still-Water Balm,4,Fortify Def 1,-,Fortify Def 2,4,Fortify Def 3,5,,,,,16,5,8,4,8,17,6,8,5,8,31,34,37,22,25,28,25,28,31,19,22,25,25,28,31,33,36,40,24,28,31,26,30,33,21,24,28,26,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakura (Trick or Defeat!),Gentle Nekomata,Fire Emblem Fates,Neutral Dagger,Infantry,5,"Oct 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Sakura (Trick or Defeat!).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Sakura (Trick or Defeat!).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Sakura (Trick or Defeat!).png,Iron Dagger,-,-,Steel Dagger,-,-,Kitty Paddle,-,-,Kitty Paddle+,5,-,Chilling Wind,5,-,Glacies,-,5,Warding Stance 1,-,Warding Stance 2,-,Warding Stance 3,5,Guard 1,-,Guard 2,-,Guard 3,5,,,,,,16,8,8,4,8,,,,,,,,,,,,,,,,30,33,36,29,32,35,31,34,37,11,14,18,31,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger Valor 1,-,Sakura (T),,,,,,,,,,,,,,,,,,,,,Dagger Valor 2,-,Dagger Valor 3,5
Sanaki,Begnion's Apostle,Fire Emblem: Radiant Dawn,Red Tome,Infantry,5,"Feb 27, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Sanaki.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Sanaki.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Sanaki.png,Fire,-,-,Elfire,-,-,Bolganone,-,-,Cymbeline,5,-,Harsh Command,5,-,Triangle Adept 1,,-,Triangle Adept 2,-,Triangle Adept 3,5,Hone Atk 1,-,Hone Atk 2,-,Hone Atk 3,5,,,,,,,,16,9,7,4,8,,,,,,,,,,,,,,,,30,33,36,34,37,40,23,26,30,13,17,20,31,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selena,Cutting Wit,Fire Emblem Fates,Red Sword,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Selena.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Selena.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Selena.png,Iron Sword,-,-,Steel Sword,3,-,Armorslayer,4,3,Armorslayer+,5,5,Reposition,-,3,Triangle Adept 1,,3,Triangle Adept 2,4,Triangle Adept 3,5,Threaten Spd 1,-,Threaten Spd 2,3,Threaten Spd 3,4,,,17,5,9,8,5,18,6,9,8,6,32,35,38,20,23,26,30,33,36,27,30,33,22,25,28,34,37,41,22,25,29,32,35,38,29,32,35,24,28,31,,,,,,17,5,8,7,5,,,,,,,,,,,,,,,,31,34,37,19,22,25,28,31,34,25,28,31,21,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seliph,Heir of Light,Fire Emblem: Genealogy of the Holy War,Red Sword,Infantry,4-5,"Feb 15, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Seliph.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Seliph.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Seliph.png,Iron Sword,-,-,Steel Sword,-,-,Silver Sword,4,-,Tyrfing,5,5,Rally Speed,4,-,HP +3,,-,HP +4,-,HP +5,4,Brash Assault 1,-,Brash Assault 2,4,Brash Assault 3,5,,,18,8,6,8,4,19,8,7,8,5,41,44,47,29,32,35,19,22,25,25,28,31,17,20,23,44,47,50,31,34,37,21,24,27,26,30,33,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serra,Outspoken Cleric,Fire Emblem: The Blazing Blade,Neutral Staff,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Serra.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Serra.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Serra.png,Assault,-,-,Absorb,-,3,Heal,-,-,Mend,3,-,Recover,-,4,Imbue,4,-,Swift-Winds Balm,3,Hone Atk 1,3,Hone Atk 2,4,Hone Atk 3,5,,,,,15,5,9,3,9,16,6,9,4,9,28,31,34,24,27,30,26,29,32,16,19,22,28,31,34,30,33,36,27,30,33,27,31,34,18,21,24,30,33,36,,,,,,15,5,8,3,8,,,,,,,,,,,,,,,,27,30,33,23,26,29,24,27,30,15,18,21,26,29,32,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth,Silver Knight,Fire Emblem: The Sacred Stones,Red Sword,Cavalry,4-5,"Aug 15, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Seth.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Seth.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Seth.png,Iron Sword,-,-,Steel Sword,-,-,Ruby Sword,4,-,Ruby Sword+,5,5,Swap,4,-,Fortress Def 1,,-,Fortress Def 2,-,Fortress Def 3,4,Seal Atk 1,-,Seal Atk Def 1,4,Seal Atk Def 2,5,,,17,8,6,8,4,18,8,7,8,5,32,35,38,27,30,33,25,28,31,27,30,33,17,20,23,34,37,41,29,32,35,28,31,34,29,32,35,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setsuna,Absent Archer,Fire Emblem Fates,Neutral Bow,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Setsuna.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Setsuna.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Setsuna.png,Iron Bow,-,-,Steel Bow,3,-,Assassin's Bow,4,3,Assassin's Bow+,5,5,Reciprocal Aid,4,3,HP +3,,3,HP +4,4,HP +5,5,Bowbreaker 1,-,Bowbreaker 2,3,Bowbreaker 3,4,,,17,6,9,4,5,18,6,9,5,6,32,35,38,23,26,29,32,35,38,17,20,23,18,21,24,34,37,41,24,28,31,34,37,40,19,22,25,20,23,26,,,,,,17,5,8,4,5,,,,,,,,,,,,,,,,31,34,37,21,24,27,30,33,36,16,19,22,17,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanna,Sprightly Flier,Fire Emblem: The Binding Blade,Blue Lance,Flying,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Shanna.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Shanna.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Shanna.png,Iron Lance,-,-,Steel Lance,3,-,Killer Lance,4,3,Killer Lance+,-,5,Chilling Wind,4,3,Iceberg,-,4,Desperation 1,-,Desperation 2,3,Desperation 3,4,Threaten Spd 1,3,Threaten Spd 2,4,Threaten Spd 3,5,16,8,9,5,6,17,8,9,6,7,33,36,39,25,28,31,30,33,36,20,23,26,23,26,29,35,39,42,26,30,33,32,35,38,22,25,29,25,29,32,,,,,,16,7,8,5,6,,,,,,,,,,,,,,,,32,35,38,23,26,29,28,31,34,19,22,25,22,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharena,Princess of Askr,Fire Emblem Heroes,Blue Lance,Infantry,2,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Sharena.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Sharena.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Sharena.png,Iron Lance,2,-,Steel Lance,-,2,Silver Lance,-,3,Fensalir,-,5,Rally Attack,2,-,Speed +1,,1,Speed +2,2,Speed +3,4,Fortify Def 1,3,Fortify Def 2,4,Fortify Def 3,5,,,18,8,8,6,4,19,8,8,7,5,37,40,43,27,30,33,27,30,33,23,26,29,17,20,23,40,43,46,29,32,35,29,32,35,25,29,32,19,22,25,17,7,7,5,3,18,7,7,6,4,33,36,39,23,26,29,23,26,29,19,22,25,14,17,19,36,39,42,25,28,31,25,28,31,22,25,28,16,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
